ID;City;Year;Needstates;Day#Daypart;NeedstateGroup
743156;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
743236;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
743338;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
744031;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
744362;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
744379;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
744540;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
744554;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
744783;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
746199;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
746410;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
746594;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
746969;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
747241;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
747383;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
747553;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
747578;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
747694;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
747835;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
747860;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
748086;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
748184;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
748265;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
748393;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
748554;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
748748;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
748883;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
748944;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
749457;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
749837;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
749897;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
749904;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
749977;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
750058;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
750621;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
751840;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
752760;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
754334;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
757809;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
757813;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
758332;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
758618;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
758734;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
758753;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
759238;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
759494;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
760150;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
763355;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
763762;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
764154;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
764281;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
764370;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
764623;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
764654;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
764663;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
764703;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
764882;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
765342;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
765501;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
765509;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
765811;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
765990;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
766496;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
767694;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
767878;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
768332;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
768538;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
769065;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
769092;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
769207;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
769410;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
769476;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
769484;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
769866;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
770076;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
770510;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
770588;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
770949;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
777021;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
777116;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
777687;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
777899;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
778086;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
778115;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
778119;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
778745;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
779000;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
779002;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
779711;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
779863;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
780377;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
780422;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
780448;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
780545;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
780604;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
780830;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
780835;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
781027;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
781095;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
781110;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
781111;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
781145;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
781237;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
781266;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
781296;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
781691;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
781720;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
781969;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
782223;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
782267;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
782322;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
782431;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
782475;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
783057;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
783062;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
783066;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
783177;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
783233;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
783281;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
783412;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
783442;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
783509;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
783618;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
783665;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
783728;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
783867;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
784021;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
784035;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
784156;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
784172;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
784316;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
784332;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
784403;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
784503;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
784954;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
785479;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
785671;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
785740;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
786004;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
786028;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
786173;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
786188;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
786373;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
786408;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
786472;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
786479;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
786563;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
786733;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
786804;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
786870;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
786936;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
786952;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
786990;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
787038;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
787127;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
787135;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
787218;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
787815;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
787910;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
788487;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
788645;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
788908;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
788918;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
788931;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
789261;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
789295;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
789380;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
789386;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
789441;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
789566;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
789578;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
789623;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
789625;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
789631;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
789711;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
789742;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
789761;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
789765;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
789857;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
789917;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
789941;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
789999;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
790008;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
790075;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
790088;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
790187;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
790234;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
790326;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
790336;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
790347;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
790366;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
790494;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
790619;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
790624;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
790676;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
790904;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
791013;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
791668;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
791725;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
791730;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
791737;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
791779;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
791788;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
791962;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792019;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792023;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792058;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792060;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792069;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792139;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792146;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792575;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792654;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792655;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792660;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792750;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792768;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792770;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792772;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792777;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792780;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792784;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792789;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792790;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792860;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792866;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792912;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792914;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792916;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792922;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792924;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792955;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
792963;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
793005;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
793043;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
793209;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
793388;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
793394;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
793545;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
794171;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
794175;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
794177;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
794179;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
794347;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
794505;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
794521;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
794560;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
794595;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
794599;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
794606;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
794818;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
794824;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
794862;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
795043;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
795105;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
795108;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
795238;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
795282;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
795337;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
795365;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
795376;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
795472;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
795482;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
795553;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
795734;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
795921;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
796181;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
796412;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
796909;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
796914;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
796921;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
796924;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
796944;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
797192;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
797231;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
797233;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
797241;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
797269;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
797348;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
797467;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
797515;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
797671;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
797839;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
797893;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
797912;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
797933;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
797953;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
798003;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
798079;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
798114;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
798117;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
798210;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
798285;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
798535;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
798774;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
798920;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
799034;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
799418;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
799521;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
799614;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
799630;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
799869;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
800056;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
800091;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
800095;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
800111;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
800181;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
800220;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
800472;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
800622;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
800673;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
800687;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
800712;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
800768;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
800856;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
800858;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
800864;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
800865;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
800887;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
801071;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
801083;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
801100;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
801102;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
801230;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
801263;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
801571;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
801598;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
801651;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
802232;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
802506;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
802537;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
802582;Hà Nội;2019;Drinking coffee;Overall;Drinking beverages
