ID;Year;City;Brand;Spontaneous;Awareness;Trial;P3M;P1M;Comprehension;Brand_Likability;Weekly;Daily;Fre#visit;PPA;Spending;Segmentation;NPS#P3M;NPS#P3M#Group;Spending_use
367353;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
367358;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
367359;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
367363;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
367857;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
367863;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
368351;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
368352;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
368355;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
368410;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
368450;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
368451;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
368654;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
368655;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
368657;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
368658;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
368660;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
368661;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
368681;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
369140;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
369141;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
369143;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
369436;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
369514;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
370457;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
370459;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
370790;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
370866;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
370953;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
370954;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
370999;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
371058;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
371059;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
371060;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
371062;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
371064;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
371066;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
371067;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
371497;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
371498;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
371499;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
371503;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
372165;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
372557;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
373248;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
374278;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
374279;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
374364;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
374365;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
377786;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
378382;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
378613;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
379371;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
380837;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
380839;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
382177;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
382972;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
383557;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
384175;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
386130;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
386288;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
386289;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
386290;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
386291;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
386293;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
386294;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
386647;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
388080;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
390349;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
390353;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
391108;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
391109;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
391111;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
391112;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
392165;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
392406;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
392407;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
392408;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
392410;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
394255;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
394256;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
398202;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
398203;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
398204;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
398500;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
398501;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
398511;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
398540;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
398541;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
398810;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
398814;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
399375;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
399409;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
399411;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
399412;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
399416;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
399418;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
399420;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
399421;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
399422;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
399423;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
399425;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
399439;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
399443;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
399480;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
401175;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
402685;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
402758;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
402759;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
402814;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
402815;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
402816;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
402817;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
402818;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
402819;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
403076;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
404592;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
404595;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
405111;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
405205;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
405433;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
405662;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
405663;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
405665;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
405666;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
406408;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
406410;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
406793;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
406795;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
406953;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
407390;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
408454;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
408657;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
408870;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
409503;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
410003;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
413247;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
413853;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
413914;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
414070;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
414174;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
415186;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
417281;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
419051;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
420114;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
420781;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
420880;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
421880;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
422008;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
423288;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
425762;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
425931;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
425932;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
429262;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
429592;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
430709;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
430710;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
431211;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
432041;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
432428;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
432455;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
432820;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
433128;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
433236;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
433238;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
433240;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
433256;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
433719;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
434085;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
434091;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
435084;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
435140;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
435268;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
435786;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
437187;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
437350;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
437632;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
437796;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
437945;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
437949;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
438450;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
438455;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
438814;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
438815;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
438818;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
438980;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
439015;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
439016;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
439354;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
439356;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
439359;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
439435;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
439443;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
439607;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
439750;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
439899;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
439945;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
439948;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
440748;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
440752;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
440754;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
440979;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
441070;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
441071;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
441073;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
441074;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
441234;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
441239;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
441255;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
441305;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
441307;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
441482;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
441649;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
441665;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
441787;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
442094;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
442159;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
442574;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
443611;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
444388;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
445173;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
445331;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
445334;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
445756;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
445818;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
445819;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
445853;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
445986;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
446036;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
446290;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
447857;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
448125;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
448144;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
448259;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
449061;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
449067;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
449328;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
449459;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
451340;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
451360;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
451390;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
451451;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
451504;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
451548;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
451570;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
451623;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
451624;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
451629;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
451840;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
451841;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
451842;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
451845;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
451858;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
451861;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
451862;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
451898;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
451916;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
452038;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
452039;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
452162;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
452339;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
452510;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
452636;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
452644;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
452880;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
453555;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
453731;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
453741;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
453758;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
453760;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
453764;2018;Hồ Chí Minh;Phúc Long;;Phúc Long;;;;;;;;;;;;;;
