ID,Brand,Spontaneous,Awareness,Trial,P3M,P1M,Brand_Likability,Weekly,Daily,Fre#visit,PPA,Spending,Segmentation,NPS#P3M,NPS#P3M#Group
89967,Street / Half street coffee (including carts),false,true,true,true,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
89967,Trung Nguyên,true,true,true,true,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),8,Passive
90338,Maxx Coffee,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90338,Phúc Long,true,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90338,Street / Half street coffee (including carts),true,true,true,true,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90338,Trung Nguyên,true,true,true,true,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),7,Passive
90339,Highlands Coffee,true,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90339,Milano,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90339,Phúc Long,true,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90339,Urban Station,true,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90418,Effoc,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90418,Gong Cha,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90418,Highlands Coffee,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90418,Indepedent Cafe,true,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90418,Passio,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90418,Phúc Long,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90418,Starbucks,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90418,Street / Half street coffee (including carts),false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90418,Trung Nguyên,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90419,Gong Cha,true,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90419,Milano,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90419,Passio,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90419,Starbucks,true,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90419,Street / Half street coffee (including carts),false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90419,Trung Nguyên,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90421,Milano,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90421,The Coffee House,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90422,Gong Cha,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90422,Highlands Coffee,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90422,Indepedent Cafe,true,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90422,Trung Nguyên,true,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90423,Highlands Coffee,true,true,true,true,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),10,Promoter
90423,Trung Nguyên,true,true,true,true,true,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),8,Passive
90423,Urban Station,false,true,true,true,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),8,Passive
90424,Gong Cha,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90424,Highlands Coffee,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90424,Passio,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90424,Phúc Long,true,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90424,Starbucks,true,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
90424,Trung Nguyên,true,true,true,true,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),8,Passive
90519,Highlands Coffee,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91139,Trung Nguyên,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91140,Highlands Coffee,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91140,Milano,true,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91140,The Coffee Factory,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91140,The Coffee House,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91140,Thức Coffee,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91140,Trung Nguyên,true,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91142,Highlands Coffee,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91142,Saigon Café,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91142,Street / Half street coffee (including carts),true,true,true,true,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91143,Highlands Coffee,false,true,true,true,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),8,Passive
91143,Indepedent Cafe,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91323,Highlands Coffee,true,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91323,Phúc Long,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91439,Milano,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91439,Phúc Long,true,true,true,true,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),8,Passive
91439,Starbucks,true,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91439,Street / Half street coffee (including carts),true,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91439,The Coffee House,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91489,Highlands Coffee,true,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91489,Milano,true,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91489,Phúc Long,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91489,Street / Half street coffee (including carts),true,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91489,Urban Station,true,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91490,Coffee Bean & Tea Leaf,true,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91490,Phúc Long,true,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91490,Urban Station,false,true,true,true,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),8,Passive
91770,Highlands Coffee,true,true,true,true,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),8,Passive
91770,The Coffee House,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91770,Trung Nguyên,true,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91801,Indepedent Cafe,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91801,Trung Nguyên,true,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91852,Coffee Bean & Tea Leaf,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91852,Effoc,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91852,Gong Cha,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91852,Highlands Coffee,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91852,Passio,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91852,Phúc Long,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91852,Starbucks,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91852,The Coffee House,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91852,Thức Coffee,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91852,Trung Nguyên,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91852,Urban Station,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91853,Passio,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91853,Phúc Long,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91853,Starbucks,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91853,The Coffee House,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91853,Trung Nguyên,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91854,Cộng Cà Phê,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91854,Gong Cha,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91854,Milano,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91854,Passio,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91854,Phúc Long,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91854,Thức Coffee,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91854,Trung Nguyên,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91855,Cộng Cà Phê,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91855,Effoc,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91855,Indepedent Cafe,false,false,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91855,Passio,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91855,Phúc Long,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
91855,Trung Nguyên,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92021,Coffee Bean & Tea Leaf,true,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92021,Maxx Coffee,true,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92021,Phúc Long,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92021,Saigon Café,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92021,Thức Coffee,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92021,Trung Nguyên,true,true,true,true,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),8,Passive
92022,Milano,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92022,Passio,true,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92022,Starbucks,true,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92022,Street / Half street coffee (including carts),false,true,true,true,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92022,The Coffee House,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92022,Trung Nguyên,true,true,true,true,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),9,Promoter
92023,Highlands Coffee,true,true,true,true,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),9,Promoter
92023,KOI cafe,true,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92023,Starbucks,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92023,Street / Half street coffee (including carts),false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92023,The Coffee Factory,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92023,The Coffee House,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92023,Trung Nguyên,true,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92071,Highlands Coffee,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92071,Milano,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92071,Other Branded Cafe Chain,true,true,true,true,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92071,Passio,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92071,Trung Nguyên,true,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92072,Coffee Bean & Tea Leaf,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92072,Cộng Cà Phê,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92072,Gong Cha,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92072,Highlands Coffee,true,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92072,Passio,true,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92072,Saigon Café,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92072,Starbucks,true,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92072,Thức Coffee,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92072,Trung Nguyên,true,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92072,Urban Station,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92073,Highlands Coffee,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92073,Passio,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92073,Starbucks,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92073,Trung Nguyên,true,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92075,Highlands Coffee,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92075,Milano,false,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92075,Trung Nguyên,true,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92076,Coffee Bean & Tea Leaf,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92076,Highlands Coffee,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92076,Passio,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92076,Starbucks,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92076,The Coffee House,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92076,Trung Nguyên,true,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92078,Other Branded Cafe Chain,true,true,true,true,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92078,Passio,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92078,Phúc Long,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92078,Starbucks,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92078,The Coffee House,false,true,false,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92078,Trung Nguyên,true,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92079,Gong Cha,false,true,true,true,true,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),8,Passive
92079,Highlands Coffee,true,true,true,false,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),0,Detractor
92079,Milano,true,true,true,true,false,false,Not Applicable,Not Applicable,0,0.0,0,Seg.01 - Mass (<VND 25K),8,Passive
