ID,Visit,PPA,Segmentation ID,Brand
134449,4,20,1,Indepentdent
134834,4,20,1,Indepentdent
134915,4,20,1,Indepentdent
135047,4,20,1,Indepentdent
135185,4,20,1,Indepentdent
135281,4,20,1,Indepentdent
135381,4,20,1,Indepentdent
135544,4,20,1,Indepentdent
135608,4,20,1,Indepentdent
136346,4,20,1,Indepentdent
136595,4,20,1,Indepentdent
137621,4,20,1,Indepentdent
137948,4,20,1,Indepentdent
138299,4,20,1,Indepentdent
138304,4,20,1,Indepentdent
138604,4,20,1,Indepentdent
138606,4,20,1,Indepentdent
138607,4,20,1,Indepentdent
138611,4,20,1,Indepentdent
138614,4,20,1,Indepentdent
138617,4,20,1,Indepentdent
138713,4,20,1,Indepentdent
138855,4,20,1,Indepentdent
138983,4,20,1,Indepentdent
139046,4,20,1,Indepentdent
139071,4,20,1,Indepentdent
139208,4,20,1,Indepentdent
139966,4,20,1,Indepentdent
140312,4,20,1,Indepentdent
141294,4,20,1,Indepentdent
92075,4,25,2,Indepentdent
93186,4,25,2,Indepentdent
95834,4,25,2,Indepentdent
109196,4,25,2,Indepentdent
109211,4,25,2,Indepentdent
109216,4,25,2,Indepentdent
109994,4,25,2,Indepentdent
109995,4,25,2,Indepentdent
110656,4,25,2,Indepentdent
111404,4,25,2,Indepentdent
111452,4,25,2,Indepentdent
112294,4,25,2,Indepentdent
112436,4,25,2,Indepentdent
112524,4,25,2,Indepentdent
119166,4,25,2,Indepentdent
119275,4,25,2,Indepentdent
121443,4,25,2,Indepentdent
121636,4,25,2,Indepentdent
123378,4,25,2,Indepentdent
123381,4,25,2,Indepentdent
123568,4,25,2,Indepentdent
125692,4,25,2,Indepentdent
125747,4,25,2,Indepentdent
125834,4,25,2,Indepentdent
125945,4,25,2,Indepentdent
126909,4,25,2,Indepentdent
132905,4,25,2,Indepentdent
133245,4,25,2,Indepentdent
133732,4,25,2,Indepentdent
133771,4,25,2,Indepentdent
134185,4,25,2,Indepentdent
134347,4,25,2,Indepentdent
134492,4,25,2,Indepentdent
134647,4,25,2,Indepentdent
134742,4,25,2,Indepentdent
134942,4,25,2,Indepentdent
134951,4,25,2,Indepentdent
134977,4,25,2,Indepentdent
134980,4,25,2,Indepentdent
134999,4,25,2,Indepentdent
135016,4,25,2,Indepentdent
135454,4,25,2,Indepentdent
138111,4,25,2,Indepentdent
138113,4,25,2,Indepentdent
138404,4,25,2,Indepentdent
138605,4,25,2,Indepentdent
138608,4,25,2,Indepentdent
138609,4,25,2,Indepentdent
138610,4,25,2,Indepentdent
138615,4,25,2,Indepentdent
138616,4,25,2,Indepentdent
138618,4,25,2,Indepentdent
138619,4,25,2,Indepentdent
138642,4,25,2,Indepentdent
138676,4,25,2,Indepentdent
138689,4,25,2,Indepentdent
138690,4,25,2,Indepentdent
138692,4,25,2,Indepentdent
138769,4,25,2,Indepentdent
138770,4,25,2,Indepentdent
138773,4,25,2,Indepentdent
139949,4,25,2,Indepentdent
140099,4,25,2,Indepentdent
140344,4,25,2,Indepentdent
140347,4,25,2,Indepentdent
140348,4,25,2,Indepentdent
140351,4,25,2,Indepentdent
140352,4,25,2,Indepentdent
140354,4,25,2,Indepentdent
140356,4,25,2,Indepentdent
140357,4,25,2,Indepentdent
140358,4,25,2,Indepentdent
140407,4,25,2,Indepentdent
140485,4,25,2,Indepentdent
140511,4,25,2,Indepentdent
140690,4,25,2,Indepentdent
140691,4,25,2,Indepentdent
140696,4,25,2,Indepentdent
140705,4,25,2,Indepentdent
91323,4,25,2,Chain
97513,4,25,2,Street
108888,4,25,2,Street
119593,4,25,2,Street
121578,4,25,2,Street
123898,4,25,2,Street
124839,4,25,2,Street
134966,4,25,2,Chain
135094,4,25,2,Street
135174,4,25,2,Chain
138449,4,25,2,Street
138734,4,25,2,Chain
140139,4,25,2,Street
140333,4,25,2,Street
89967,4,50,2,Indepentdent
92182,4,50,2,Indepentdent
109210,4,50,2,Indepentdent
111441,4,50,2,Indepentdent
112024,4,50,2,Indepentdent
112296,4,50,2,Indepentdent
112441,4,50,2,Indepentdent
122248,4,50,2,Indepentdent
122706,4,50,2,Indepentdent
123895,4,50,2,Indepentdent
127298,4,50,2,Indepentdent
134925,4,50,2,Indepentdent
136436,4,50,2,Street
136438,4,50,2,Street
136439,4,50,2,Street
138098,4,50,2,Indepentdent
138106,4,50,2,Indepentdent
138652,4,50,2,Street
139029,4,50,2,Indepentdent
139230,4,50,2,Indepentdent
140142,4,50,2,Street
140336,4,50,2,Street
140338,4,50,2,Street
140396,4,50,2,Indepentdent
91490,4,50,2,Chain
92183,4,50,2,Chain
93388,4,50,2,Chain
94210,4,50,2,Chain
94227,4,50,2,Chain
97077,4,50,2,Chain
97234,4,50,2,Chain
102989,4,50,2,Chain
103026,4,50,2,Chain
106615,4,50,2,Chain
108898,4,50,2,Chain
108905,4,50,2,Chain
110157,4,50,2,Chain
111015,4,50,2,Chain
120066,4,50,2,Chain
121571,4,50,2,Chain
121624,4,50,2,Chain
121629,4,50,2,Chain
122591,4,50,2,Chain
123635,4,50,2,Chain
124053,4,50,2,Chain
124185,4,50,2,Chain
124557,4,50,2,Chain
125736,4,50,2,Chain
125795,4,50,2,Chain
133409,4,50,2,Chain
134379,4,50,2,Chain
134425,4,50,2,Chain
134950,4,50,2,Chain
134957,4,50,2,Chain
134975,4,50,2,Chain
135074,4,50,2,Chain
135364,4,50,2,Chain
136070,4,50,2,Chain
136073,4,50,2,Chain
137969,4,50,2,Chain
138189,4,50,2,Chain
138420,4,50,2,Chain
138449,4,50,2,Chain
138527,4,50,2,Chain
138708,4,50,2,Chain
138735,4,50,2,Chain
138804,4,50,2,Chain
138868,4,50,2,Chain
138918,4,50,2,Chain
138920,4,50,2,Chain
138996,4,50,2,Chain
139026,4,50,2,Chain
139160,4,50,2,Chain
139878,4,50,2,Chain
139881,4,50,2,Chain
139957,4,50,2,Chain
139958,4,50,2,Chain
139971,4,50,2,Chain
140019,4,50,2,Chain
140227,4,50,2,Chain
140328,4,50,2,Chain
140329,4,50,2,Chain
140361,4,50,2,Chain
140402,4,50,2,Chain
140426,4,50,2,Chain
140669,4,50,2,Chain
140684,4,50,2,Chain
140709,4,50,2,Chain
140736,4,50,2,Chain
141288,4,50,2,Chain
90418,4,15,1,Chain
90519,4,15,1,Chain
91490,4,15,1,Street
92813,4,15,1,Street
93207,4,15,1,Indepentdent
94211,4,15,1,Street
94214,4,15,1,Street
107513,4,15,1,Indepentdent
108226,4,15,1,Street
108719,4,15,1,Indepentdent
109172,4,15,1,Street
110158,4,15,1,Street
110430,4,15,1,Street
111011,4,15,1,Street
111880,4,15,1,Street
112342,4,15,1,Street
112561,4,15,1,Street
112562,4,15,1,Street
112564,4,15,1,Street
116071,4,15,1,Chain
117269,4,15,1,Indepentdent
119600,4,15,1,Street
120166,4,15,1,Street
120170,4,15,1,Street
121129,4,15,1,Indepentdent
121417,4,15,1,Indepentdent
121688,4,15,1,Street
122192,4,15,1,Street
122383,4,15,1,Street
122457,4,15,1,Street
123293,4,15,1,Street
123572,4,15,1,Indepentdent
124189,4,15,1,Street
124745,4,15,1,Street
125731,4,15,1,Street
125902,4,15,1,Street
126471,4,15,1,Indepentdent
126911,4,15,1,Chain
127380,4,15,1,Indepentdent
131015,4,15,1,Indepentdent
131112,4,15,1,Indepentdent
131593,4,15,1,Indepentdent
132283,4,15,1,Indepentdent
133246,4,15,1,Indepentdent
133778,4,15,1,Street
134000,4,15,1,Indepentdent
134109,4,15,1,Indepentdent
134110,4,15,1,Indepentdent
134139,4,15,1,Street
134490,4,15,1,Street
134496,4,15,1,Street
134498,4,15,1,Indepentdent
134622,4,15,1,Indepentdent
134625,4,15,1,Indepentdent
134628,4,15,1,Indepentdent
134646,4,15,1,Indepentdent
134723,4,15,1,Indepentdent
134864,4,15,1,Street
134916,4,15,1,Street
135172,4,15,1,Street
137752,4,15,1,Street
137847,4,15,1,Indepentdent
138301,4,15,1,Indepentdent
138306,4,15,1,Street
138548,4,15,1,Indepentdent
138970,4,15,1,Street
139018,4,15,1,Street
139045,4,15,1,Indepentdent
139097,4,15,1,Indepentdent
139144,4,15,1,Street
139620,4,15,1,Street
141143,4,15,1,Indepentdent
89100,4,100,4,Indepentdent
89613,4,24,1,Chain
89616,4,35,2,Chain
90419,4,80,3,Chain
91140,4,10,1,Street
91323,4,12,1,Street
91853,4,12,1,Street
92022,4,36,2,Chain
92071,4,12,1,Street
92078,4,100,4,Chain
92639,4,12,1,Street
92816,4,35,2,Chain
92839,4,55,2,Chain
93386,4,35,2,Chain
94133,4,100,4,Chain
94202,4,17,1,Indepentdent
94214,4,40,2,Chain
94216,4,12,1,Street
94868,4,45,2,Chain
95254,4,35,2,Chain
95771,4,10,1,Street
96567,4,12,1,Street
97103,4,35,2,Indepentdent
97143,4,18,1,Street
97195,4,16,1,Indepentdent
97195,4,10,1,Street
97223,4,12,1,Street
97224,4,8,1,Street
97230,4,12,1,Indepentdent
97503,4,45,2,Chain
97511,4,35,2,Indepentdent
97536,4,40,2,Indepentdent
98052,4,100,4,Chain
98117,4,7,1,Street
98282,4,40,2,Chain
100199,4,40,2,Chain
100268,4,55,2,Chain
100269,4,45,2,Chain
101913,4,7,1,Street
101923,4,7,1,Street
102964,4,40,2,Chain
102965,4,35,2,Indepentdent
102966,4,35,2,Chain
102971,4,7,1,Street
103388,4,6,1,Street
103631,4,8,1,Street
104707,4,10,1,Chain
106573,4,40,2,Chain
106657,4,100,4,Chain
106835,4,10,1,Street
107222,4,8,1,Street
107619,4,10,1,Street
107623,4,12,1,Street
107988,4,7,1,Street
108082,4,7,1,Street
108138,4,7,1,Street
108253,4,7,1,Street
108670,4,60,3,Chain
108899,4,12,1,Street
109134,4,40,2,Indepentdent
109162,4,70,3,Chain
109165,4,70,3,Chain
109169,4,80,3,Chain
109201,4,45,2,Chain
109202,4,40,2,Chain
109203,4,35,2,Indepentdent
109212,4,35,2,Indepentdent
109218,4,45,2,Chain
109225,4,85,3,Chain
109732,4,18,1,Chain
109780,4,80,3,Chain
110414,4,40,2,Indepentdent
110418,4,60,3,Chain
110587,4,12,1,Street
110591,4,40,2,Chain
111016,4,45,2,Chain
111430,4,35,2,Chain
111443,4,10,1,Street
111487,4,40,2,Chain
111498,4,10,1,Street
111605,4,49,2,Chain
111761,4,40,2,Chain
111881,4,60,3,Indepentdent
112010,4,12,1,Indepentdent
112027,4,40,2,Indepentdent
112174,4,36,2,Chain
112226,4,55,2,Chain
112530,4,100,4,Indepentdent
112542,4,10,1,Street
112815,4,17,1,Indepentdent
113050,4,60,3,Chain
113186,4,59,2,Chain
113431,4,12,1,Street
115904,4,55,2,Chain
116041,4,7,1,Street
116952,4,13,1,Chain
117063,4,10,1,Indepentdent
117070,4,7,1,Street
117427,4,10,1,Indepentdent
117712,4,32,2,Indepentdent
117897,4,10,1,Indepentdent
117918,4,10,1,Indepentdent
118024,4,40,2,Chain
118027,4,40,2,Chain
118028,4,45,2,Chain
118215,4,40,2,Chain
118267,4,70,3,Chain
118269,4,12,1,Street
118394,4,40,2,Indepentdent
118400,4,40,2,Indepentdent
118842,4,10,1,Street
119427,4,10,1,Indepentdent
119540,4,10,1,Street
119595,4,28,2,Chain
119637,4,19,1,Indepentdent
119690,4,29,2,Indepentdent
119692,4,10,1,Indepentdent
119803,4,35,2,Chain
120011,4,40,2,Chain
120089,4,40,2,Chain
120125,4,40,2,Indepentdent
120132,4,45,2,Chain
120136,4,7,1,Street
120168,4,12,1,Street
120169,4,12,1,Street
120186,4,40,2,Chain
120602,4,8,1,Indepentdent
120602,4,6,1,Street
120604,4,10,1,Street
120626,4,10,1,Street
120946,4,40,2,Indepentdent
121216,4,55,2,Chain
121228,4,55,2,Chain
121310,4,12,1,Street
121414,4,35,2,Indepentdent
121545,4,35,2,Chain
121546,4,40,2,Chain
121592,4,35,2,Chain
121593,4,35,2,Chain
121595,4,35,2,Indepentdent
121615,4,35,2,Indepentdent
121620,4,35,2,Chain
121690,4,40,2,Chain
121696,4,45,2,Chain
122084,4,70,3,Chain
122231,4,40,2,Chain
122704,4,10,1,Street
122705,4,12,1,Street
122817,4,35,2,Indepentdent
122825,4,35,2,Indepentdent
122826,4,60,3,Chain
122872,4,70,3,Chain
122935,4,35,2,Indepentdent
123258,4,40,2,Chain
123554,4,45,2,Chain
123574,4,8,1,Indepentdent
123859,4,8,1,Street
123897,4,35,2,Street
123913,4,35,2,Indepentdent
123938,4,35,2,Indepentdent
123939,4,40,2,Indepentdent
123940,4,45,2,Chain
123942,4,10,1,Street
123946,4,10,1,Street
123953,4,40,2,Chain
124188,4,10,1,Street
124201,4,8,1,Street
124231,4,12,1,Indepentdent
124421,4,12,1,Street
124743,4,12,1,Street
125209,4,8,1,Street
125409,4,10,1,Indepentdent
125497,4,45,2,Chain
125721,4,35,2,Indepentdent
125861,4,40,2,Chain
125891,4,75,3,Chain
125901,4,40,2,Chain
126112,4,70,3,Chain
126114,4,12,1,Street
126115,4,12,1,Street
126470,4,40,2,Chain
126586,4,8,1,Street
126587,4,10,1,Indepentdent
126588,4,10,1,Indepentdent
126589,4,45,2,Chain
127014,4,10,1,Indepentdent
127368,4,12,1,Indepentdent
130957,4,32,2,Chain
130959,4,43,2,Chain
131163,4,10,1,Street
132162,4,10,1,Street
132904,4,40,2,Chain
132958,4,12,1,Street
133099,4,10,1,Street
133393,4,35,2,Chain
133397,4,12,1,Chain
133453,4,12,1,Indepentdent
133571,4,10,1,Indepentdent
133572,4,8,1,Street
133641,4,49,2,Chain
133895,4,6,1,Street
133943,4,12,1,Indepentdent
133947,4,40,2,Chain
133997,4,10,1,Indepentdent
134242,4,35,2,Chain
134273,4,8,1,Street
134342,4,35,2,Indepentdent
134418,4,12,1,Street
134444,4,40,2,Chain
134473,4,12,1,Street
134486,4,35,2,Chain
134495,4,12,1,Street
134541,4,100,4,Indepentdent
134542,4,10,1,Street
134567,4,45,2,Chain
134578,4,40,2,Chain
134582,4,45,2,Chain
134619,4,8,1,Street
134623,4,12,1,Street
134673,4,40,2,Chain
134715,4,32,2,Indepentdent
134730,4,10,1,Chain
134736,4,12,1,Indepentdent
134739,4,10,1,Street
134771,4,10,1,Street
134802,4,10,1,Street
134808,4,10,1,Street
134836,4,12,1,Indepentdent
134837,4,10,1,Indepentdent
134859,4,10,1,Street
134888,4,8,1,Street
134889,4,10,1,Indepentdent
134899,4,69,3,Chain
134907,4,35,2,Chain
134940,4,29,2,Chain
134956,4,40,2,Indepentdent
134983,4,35,2,Indepentdent
134988,4,40,2,Chain
135013,4,100,4,Chain
135017,4,45,2,Chain
135035,4,80,3,Chain
135067,4,80,3,Chain
135068,4,40,2,Indepentdent
135075,4,60,3,Chain
135089,4,8,1,Indepentdent
135176,4,45,2,Chain
135234,4,10,1,Indepentdent
135242,4,9,1,Street
135297,4,12,1,Indepentdent
135353,4,8,1,Street
135357,4,45,2,Chain
135364,4,40,2,Street
135374,4,40,2,Indepentdent
135448,4,8,1,Street
135449,4,11,1,Indepentdent
135461,4,8,1,Street
135470,4,7,1,Street
135487,4,8,1,Street
135501,4,11,1,Street
135503,4,12,1,Indepentdent
135505,4,12,1,Indepentdent
135523,4,7,1,Indepentdent
135560,4,10,1,Street
135567,4,8,1,Street
135593,4,10,1,Street
135594,4,8,1,Street
135869,4,10,1,Indepentdent
135901,4,10,1,Indepentdent
135905,4,45,2,Chain
136057,4,12,1,Indepentdent
136128,4,12,1,Chain
136135,4,12,1,Indepentdent
137856,4,12,1,Indepentdent
137863,4,12,1,Indepentdent
137867,4,22,1,Street
137869,4,18,1,Street
137945,4,12,1,Street
137954,4,10,1,Street
137957,4,10,1,Street
137981,4,9,1,Street
138100,4,70,3,Chain
138103,4,40,2,Chain
138107,4,40,2,Indepentdent
138118,4,35,2,Chain
138162,4,8,1,Indepentdent
138182,4,12,1,Street
138187,4,39,2,Chain
138213,4,80,3,Indepentdent
138290,4,70,3,Chain
138294,4,45,2,Chain
138296,4,10,1,Street
138300,4,45,2,Chain
138302,4,10,1,Street
138310,4,12,1,Street
138345,4,10,1,Street
138355,4,60,3,Chain
138355,4,60,3,Indepentdent
138382,4,12,1,Street
138408,4,12,1,Street
138411,4,10,1,Street
138418,4,40,2,Street
138458,4,12,1,Indepentdent
138485,4,70,3,Chain
138530,4,35,2,Indepentdent
138540,4,40,2,Indepentdent
138541,4,8,1,Street
138547,4,8,1,Street
138581,4,60,3,Chain
138582,4,60,3,Chain
138588,4,35,2,Indepentdent
138589,4,60,3,Chain
138599,4,14,1,Street
138600,4,59,2,Chain
138625,4,40,2,Street
138631,4,100,4,Chain
138636,4,70,3,Indepentdent
138639,4,40,2,Street
138654,4,10,1,Street
138655,4,10,1,Street
138677,4,35,2,Chain
138693,4,35,2,Chain
138707,4,60,3,Chain
138727,4,40,2,Indepentdent
138748,4,60,3,Chain
138752,4,35,2,Indepentdent
138763,4,17,1,Indepentdent
138849,4,40,2,Indepentdent
138864,4,12,1,Street
138865,4,40,2,Street
138919,4,60,3,Chain
138921,4,35,2,Indepentdent
138944,4,10,1,Street
139000,4,10,1,Street
139001,4,10,1,Street
139011,4,60,3,Chain
139020,4,35,2,Indepentdent
139024,4,45,2,Chain
139034,4,12,1,Street
139062,4,60,3,Chain
139083,4,8,1,Street
139088,4,10,1,Indepentdent
139089,4,40,2,Chain
139176,4,10,1,Indepentdent
139179,4,10,1,Street
139227,4,49,2,Chain
139228,4,39,2,Chain
139229,4,49,2,Chain
139312,4,10,1,Indepentdent
139880,4,80,3,Chain
139956,4,65,3,Chain
140007,4,40,2,Chain
140029,4,35,2,Indepentdent
140035,4,60,3,Chain
140060,4,40,2,Chain
140063,4,40,2,Chain
140136,4,70,3,Chain
140137,4,100,4,Chain
140147,4,35,2,Chain
140221,4,40,2,Chain
140254,4,40,2,Street
140393,4,60,3,Chain
140401,4,40,2,Indepentdent
140483,4,35,2,Chain
140510,4,35,2,Chain
140603,4,60,3,Indepentdent
140699,4,35,2,Chain
140700,4,35,2,Chain
140714,4,40,2,Chain
140715,4,60,3,Chain
140733,4,60,3,Chain
140772,4,28,2,Indepentdent
141143,4,49,2,Chain
141285,4,45,2,Chain
89100,2,60,3,Chain
91770,2,10,1,Street
92076,2,10,1,Street
92810,2,22,1,Indepentdent
92815,2,56,2,Chain
92821,2,22,1,Street
93066,2,18,1,Street
93166,2,22,1,Indepentdent
93390,2,12,1,Street
94204,2,8,1,Street
94205,2,8,1,Street
95772,2,10,1,Indepentdent
95834,2,60,3,Chain
95834,2,12,1,Street
95909,2,65,3,Chain
95912,2,12,1,Street
96568,2,14,1,Street
97091,2,60,3,Chain
97195,2,60,3,Chain
97202,2,18,1,Indepentdent
97213,2,10,1,Indepentdent
97473,2,60,3,Chain
97488,2,45,2,Indepentdent
97497,2,100,4,Chain
97501,2,35,2,Indepentdent
98053,2,70,3,Chain
98081,2,10,1,Chain
98121,2,16,1,Indepentdent
98122,2,7,1,Street
98509,2,10,1,Indepentdent
100869,2,60,3,Indepentdent
101810,2,10,1,Indepentdent
101922,2,10,1,Street
101930,2,10,1,Street
102139,2,35,2,Chain
102931,2,45,2,Indepentdent
102946,2,70,3,Indepentdent
102970,2,7,1,Street
102987,2,60,3,Chain
102994,2,35,2,Indepentdent
103029,2,60,3,Chain
103048,2,10,1,Indepentdent
103114,2,70,3,Chain
103280,2,10,1,Chain
103847,2,18,1,Indepentdent
104301,2,10,1,Street
104349,2,10,1,Street
104629,2,60,3,Chain
106576,2,35,2,Indepentdent
106584,2,55,2,Chain
106716,2,60,3,Chain
106718,2,80,3,Chain
106725,2,70,3,Chain
106726,2,80,3,Chain
107045,2,12,1,Street
107394,2,10,1,Indepentdent
107398,2,7,1,Street
107577,2,35,2,Chain
107636,2,9,1,Street
108015,2,100,4,Chain
108145,2,7,1,Street
108146,2,7,1,Street
108154,2,18,1,Street
108599,2,35,2,Indepentdent
108669,2,35,2,Indepentdent
108980,2,35,2,Indepentdent
108981,2,10,1,Street
109207,2,14,1,Street
109224,2,60,3,Chain
110386,2,100,4,Chain
110389,2,35,2,Chain
110408,2,35,2,Indepentdent
110592,2,65,3,Chain
111012,2,12,1,Street
111428,2,35,2,Chain
111463,2,39,2,Chain
111760,2,12,1,Street
111876,2,12,1,Street
112028,2,60,3,Chain
112180,2,22,1,Street
112466,2,10,1,Street
112522,2,65,3,Chain
112592,2,60,3,Chain
112817,2,28,2,Indepentdent
113187,2,29,2,Chain
114267,2,7,1,Street
114328,2,13,1,Indepentdent
115349,2,10,1,Indepentdent
115349,2,7,1,Street
115984,2,7,1,Street
116007,2,10,1,Indepentdent
116012,2,100,4,Chain
116015,2,10,1,Indepentdent
116015,2,9,1,Street
116016,2,10,1,Indepentdent
116024,2,8,1,Street
116038,2,7,1,Street
116048,2,10,1,Indepentdent
116052,2,12,1,Street
116107,2,7,1,Street
116644,2,18,1,Chain
117037,2,7,1,Street
117713,2,70,3,Chain
117798,2,23,1,Street
117799,2,35,2,Chain
118026,2,35,2,Indepentdent
118265,2,35,2,Indepentdent
118296,2,12,1,Street
118402,2,45,2,Indepentdent
119287,2,16,1,Indepentdent
119369,2,48,2,Chain
119547,2,100,4,Chain
119597,2,22,1,Street
119691,2,7,1,Street
120091,2,35,2,Chain
121046,2,80,3,Chain
121143,2,55,2,Chain
121230,2,35,2,Chain
121481,2,35,2,Chain
121543,2,60,3,Chain
121564,2,45,2,Chain
121579,2,35,2,Chain
121610,2,35,2,Indepentdent
121632,2,35,2,Indepentdent
121678,2,35,2,Street
121749,2,60,3,Chain
122079,2,60,3,Chain
122103,2,80,3,Chain
122191,2,14,1,Street
